Time,Type,Value
41229719,AccelX,-2
41229719,AccelY,63
41247183,AccelX,0
41247183,AccelY,58
41262756,BtnUp,Up
41279460,AccelY,63
41296029,AccelY,65
41312588,AccelY,68
41380068,AccelY,71
41414193,AccelY,73
41597031,AccelY,76
41686344,BtnDown,B
41701781,AccelY,68
41718475,AccelY,65
41735137,AccelY,60
41751868,BtnUp,B
41768909,AccelY,63
41805116,AccelY,60
41818916,AccelY,58
41835584,AccelY,60
41851387,AccelY,63
41868338,AccelY,65
41885016,AccelY,68
41919386,AccelY,63
41986670,AccelY,65
42036983,AccelY,68
42084947,AccelY,65
42101486,BtnDown,A
42118360,AccelY,50
42134884,AccelY,44
42151500,AccelY,36
42168859,AccelY,34
42203260,BtnUp,A
42203260,AccelY,39
42218699,AccelY,47
42235069,AccelY,52
42251574,AccelY,55
42268011,AccelY,52
42319459,AccelY,55
42419298,AccelY,58
42469361,AccelY,60
42502988,AccelY,63
42518757,AccelY,65
42553251,BtnDown,Up
42568139,AccelY,58
42584801,AccelY,52
42601644,AccelY,44
42618237,AccelY,39
42637720,BtnUp,Up
42653690,AccelY,34
42703742,AccelX,-2
42719848,AccelX,-5
42719848,AccelY,31
42736833,AccelX,-7
42753395,AccelX,-13
42770280,AccelX,-15
42770280,AccelY,34
42786905,AccelY,36
42839276,AccelX,-13
42839276,AccelY,39
42870577,AccelX,-10
42904131,AccelX,-13
42953725,AccelX,-10
42988519,AccelX,-7
43003883,BtnDown,Left
43019765,AccelX,-5
43019765,AccelY,34
43036357,AccelX,0
43070987,BtnUp,Left
43086263,AccelY,36
43138824,AccelY,34
43153828,AccelY,31
43169736,AccelY,34
43186758,AccelX,-2
43203387,AccelY,36
43220142,AccelY,39
43255128,AccelX,0
43255128,AccelY,44
43287711,AccelY,47
43320977,AccelY,50
43403911,AccelY,47
43488741,BtnDown,B
43503854,AccelX,-2
43503854,AccelY,34
43519697,AccelY,29
43536384,AccelY,23
43553847,BtnUp,B
43570445,AccelX,0
43604182,AccelY,26
43620010,AccelY,23
43635984,AccelY,26
43655347,AccelY,29
43690201,AccelY,31
43755380,AccelY,34
43889924,AccelY,36
44122117,AccelY,34
44156953,AccelY,31
44190294,AccelY,29
44222773,AccelY,26
44472743,AccelY,29
44521717,AccelY,26
44537769,BtnDown,B
44554950,AccelY,21
44589804,AccelY,18
44639732,AccelY,15
44755194,AccelY,18
44839094,AccelY,15
44938986,BtnUp,B
44954339,AccelY,21
44970680,AccelY,23
45021747,AccelY,26
45054414,AccelY,31
45071250,AccelY,34
45139616,BtnDown,Right
45154515,AccelY,31
45171281,AccelY,29
45187239,AccelY,26
45203520,AccelY,23
45221444,BtnUp,Right
45221444,AccelY,18
45237457,AccelY,15
45272035,AccelX,-2
45286972,AccelX,-5
45304100,AccelX,-7
45321510,AccelY,18
45337316,AccelX,-10
45353828,AccelX,-13
45370924,AccelX,-15
45370924,AccelY,21
45387282,AccelY,23
45403963,AccelX,-18
45438148,AccelX,-21
45472617,AccelY,26
45504883,AccelX,-23
45504883,AccelY,29
45538731,AccelY,31
45571533,AccelX,-21
45587331,AccelY,34
45621153,AccelX,-18
45654862,BtnDown,Left
45670914,AccelX,-15
45670914,AccelY,31
45687778,AccelX,-13
45687778,AccelY,29
45703954,AccelX,-10
45703954,AccelY,26
45737202,AccelY,23
45753764,BtnUp,Left
45770758,AccelX,-13
45787363,AccelX,-15
45787363,AccelY,26
45805318,AccelY,29
45839566,AccelX,-18
45854270,AccelY,31
45888879,AccelY,34
45923156,AccelY,36
45937635,AccelX,-15
46004291,AccelX,-13
46021116,AccelY,34
46037613,BtnDown,Left
46054162,AccelX,-5
46054162,AccelY,31
46089705,BtnUp,Left
46104441,AccelX,0
46171681,AccelY,29
46255575,AccelY,31
46270542,AccelY,34
46304235,AccelY,36
46421562,AccelY,39
46454610,AccelY,42
46489622,AccelY,44
46572169,AccelY,42
46654469,AccelY,39
46670743,BtnDown,Right
46687833,AccelY,36
46705352,AccelY,34
46722248,AccelY,31
46738350,AccelY,29
46755123,BtnUp,Right
46791751,AccelY,31
46889974,AccelX,-2
46905534,AccelX,-7
46905534,AccelY,29
46921394,AccelX,-10
46938669,AccelY,31
46955333,AccelX,-13
46990472,AccelY,34
47022888,AccelY,36
47038939,AccelX,-10
47091255,BtnDown,Left
47091255,AccelX,-7
47091255,AccelY,34
47105870,AccelX,-5
47105870,AccelY,31
47121961,AccelX,-2
47121961,AccelY,29
47138070,AccelX,0
47172112,AccelY,31
47188111,BtnUp,Left
47204942,AccelY,34
47221757,AccelY,36
47256414,AccelY,39
47305420,AccelX,-2
47322036,AccelY,42
47372136,AccelX,0
47372136,AccelY,44
47455401,BtnDown,B
47471716,AccelY,34
47488357,AccelY,29
47522272,AccelY,31
47538460,AccelY,34
47554838,AccelY,36
47571527,BtnUp,B
47606350,AccelY,39
47621623,AccelY,42
47638243,AccelY,44
47656147,AccelY,47
47755109,AccelY,50
47822797,AccelY,52
47872289,AccelY,55
47907095,AccelY,52
47921990,BtnDown,A
47938549,AccelY,42
47955473,AccelY,36
47971743,AccelY,31
47988713,AccelY,26
48022804,BtnUp,A
48038669,AccelY,34
48055253,AccelY,36
48071827,AccelY,39
48088652,AccelY,42
48104818,AccelY,39
48138336,AccelY,42
48155358,AccelY,44
48188699,AccelY,47
48340117,BtnDown,Right
48373692,AccelY,50
48388658,BtnUp,Right
48440623,AccelY,47
48474105,AccelY,44
48488308,AccelY,42
48522248,AccelY,44
48555804,AccelY,47
48572093,AccelY,50
48605924,AccelY,52
48655272,AccelY,55
48671622,AccelY,58
48688394,AccelY,60
48722779,AccelY,52
48738747,BtnDown,A
48755225,AccelY,39
48772523,AccelY,36
48789716,AccelY,34
48805736,AccelY,36
48821406,AccelY,39
48838662,BtnUp,A
48838662,AccelY,44
48855312,AccelY,47
48890687,AccelY,50
49022458,AccelY,47
49056391,AccelY,44
49090120,AccelY,42
49140572,AccelY,44
49190849,AccelY,47
49223485,AccelY,44
49238694,BtnDown,A
49255486,AccelY,31
49272165,AccelY,26
49288607,AccelY,23
49322110,AccelY,26
49338520,BtnUp,A
49354868,AccelY,34
49371515,AccelY,36
49388479,AccelX,-2
49405265,AccelX,-5
49405265,AccelY,31
49455314,AccelY,34
49521984,AccelX,-2
49598686,AccelY,29
49614814,BtnDown,B
49630723,AccelX,0
49630723,AccelY,18
49665870,AccelY,21
49680758,AccelY,26
49697224,AccelY,29
49714278,BtnUp,B
49714278,AccelY,31
49747740,AccelY,34
49764091,AccelX,-5
49781189,AccelX,-10
49781189,AccelY,36
49797797,AccelX,-13
49813930,AccelY,39
49831218,AccelX,-15
49865752,AccelX,-13
49898283,AccelX,-10
49898283,AccelY,36
49947926,AccelY,34
49981259,AccelX,-7
49981259,AccelY,31
50015996,AccelX,-5
50015996,AccelY,34
50030893,BtnDown,Left
50047058,AccelX,0
50063775,AccelY,31
50080229,AccelY,29
50115006,AccelX,-2
50130883,BtnUp,Left
50147309,AccelX,-5
50147309,AccelY,31
50181165,AccelX,0
50181165,AccelY,39
50197775,AccelY,44
50214237,AccelY,50
50230362,AccelY,58
50247418,AccelY,60
50264127,BtnDown,Up
50280717,AccelY,52
50297294,AccelY,44
50314046,AccelY,42
50330487,AccelY,44
50347281,AccelY,52
50364100,BtnUp,Up
50380680,AccelY,60
50397208,AccelY,63
50414155,BtnDown,B
50414155,AccelY,60
50430324,AccelY,52
50447642,AccelY,44
50464327,AccelY,39
50498839,AccelY,44
50514303,AccelY,47
50531418,BtnUp,B
50547742,AccelY,50
50564121,AccelY,52
50614233,AccelY,55
50630503,AccelY,58
50715794,AccelY,55
50770581,BtnDown,Right
50786565,AccelY,50
50819827,AccelY,52
50870298,AccelY,55
50919122,BtnUp,Right
50952845,AccelY,58
51002722,AccelY,55
51202643,AccelY,58
51219009,AccelX,-2
51253374,AccelX,-5
51269171,AccelY,55
51437019,AccelX,-2
51437019,AccelY,52
51452679,AccelX,0
51452679,AccelY,50
51469029,AccelY,47
51485530,AccelY,42
51519851,AccelY,39
51535734,AccelY,42
51570637,AccelY,44
51585566,AccelY,47
51602669,AccelY,50
51619118,AccelY,47
51635660,BtnDown,Left
51652572,AccelY,44
51687990,AccelY,47
51720832,AccelY,50
51735682,BtnUp,Left
51752379,AccelY,55
51769165,AccelY,60
51787468,AccelY,63
51806720,AccelY,65
51853846,AccelY,68
51888667,BtnDown,Right
51903978,AccelY,63
51938302,AccelY,65
51971139,AccelY,63
52004373,AccelY,65
52020651,BtnUp,Right
52055534,AccelY,63
52121370,AccelY,65
52320883,AccelY,63
52337355,BtnDown,Up
52353710,AccelY,60
52404110,AccelY,58
52420442,AccelY,55
52436896,BtnUp,Up
52453778,AccelY,50
52470303,AccelY,44
52487201,AccelY,42
52504100,AccelY,36
52520421,AccelY,34
52537112,AccelY,31
52554056,AccelX,-5
52554056,AccelY,26
52570063,AccelX,-7
52570063,AccelY,23
52587205,AccelX,-10
52587205,AccelY,21
52604066,AccelX,-13
52604066,AccelY,18
52654325,AccelX,-10
52654325,AccelY,21
52670727,AccelY,23
52704001,AccelX,-7
52738375,AccelY,26
52753703,AccelX,-5
52770437,AccelY,29
52807327,AccelX,-2
52821502,AccelY,31
52855011,AccelX,0
52889333,AccelY,34
52904086,BtnDown,Left
52973047,AccelY,36
52988049,BtnUp,Left
53021823,AccelY,39
53055026,AccelY,44
53088336,AccelY,47
53121632,AccelY,44
53189101,BtnDown,B
53204223,AccelY,36
53220528,AccelY,34
53237426,AccelY,36
53271080,BtnUp,B
53287419,AccelY,39
53304193,AccelY,42
53320355,AccelY,44
53354177,AccelY,47
53389913,AccelY,50
53404467,AccelY,52
53420702,AccelY,58
53437690,AccelY,60
53454119,AccelY,63
53487245,AccelY,60
53570739,AccelY,58
53604676,AccelY,55
53621040,AccelY,52
53638288,BtnDown,A
53653704,AccelY,39
53670652,AccelY,36
53721650,AccelY,42
53737600,BtnUp,A
53754500,AccelY,50
53770667,AccelY,52
53790015,AccelY,55
53889664,AccelY,58
54071974,BtnDown,Right
54172401,BtnUp,Right
54221503,AccelY,60
54289701,AccelY,63
54321952,AccelY,60
54389735,AccelY,58
54454751,BtnDown,Left
54471537,AccelY,55
54488247,AccelY,58
54521910,AccelY,60
54554975,BtnUp,Left
54604393,AccelY,63
54621075,AccelY,65
54637955,AccelY,68
54704485,AccelY,71
55069268,AccelY,73
55086073,AccelY,71
55202587,AccelY,68
55219448,BtnDown,Right
55235707,AccelY,65
55287324,BtnUp,Right
55287324,AccelY,63
55337695,AccelY,65
55388058,AccelY,63
55469125,AccelY,65
55652437,AccelY,68
55769342,AccelY,71
55888465,AccelY,68
55971395,BtnDown,Up
55971395,AccelY,63
55986663,AccelY,60
56003116,AccelY,58
56038321,BtnUp,Up
56070952,AccelY,60
56086301,AccelY,63
56120180,AccelY,60
56153676,AccelY,58
56203347,AccelY,55
56238219,AccelY,50
56271271,AccelX,-2
56271271,AccelY,44
56286293,AccelX,-5
56286293,AccelY,42
56303188,AccelX,-7
56303188,AccelY,36
56319707,AccelX,-10
56319707,AccelY,34
56336483,AccelY,31
56352994,AccelX,-7
56369673,AccelX,-2
56386423,AccelX,0
56421526,AccelY,29
56436469,AccelY,26
56453276,AccelY,23
56469762,AccelY,21
56486541,AccelY,15
56520730,AccelX,-2
56520730,AccelY,13
56554664,AccelX,-5
56554664,AccelY,15
56588936,AccelX,-7
56588936,AccelY,18
56639268,AccelY,21
56670128,AccelY,18
56686275,BtnDown,Left
56702990,AccelX,-10
56702990,AccelY,15
56719631,AccelX,-13
56753550,AccelY,18
56770202,BtnUp,Left
56786660,AccelY,23
56804150,AccelX,-10
56804150,AccelY,26
56819505,AccelX,-7
56819505,AccelY,29
56854331,AccelY,31
56939689,AccelX,-5
57005055,AccelX,-2
57039208,AccelX,0
57090016,AccelY,29
57189795,AccelX,-2
57290270,AccelX,0
57290270,AccelY,31
57440631,AccelY,34
57454995,AccelX,-2
57539658,AccelX,-5
57539658,AccelY,31
57554487,BtnDown,B
57571047,AccelY,29
57587857,AccelY,21
57604462,AccelX,-2
57604462,AccelY,15
57621380,AccelX,0
57621380,AccelY,10
57638069,AccelY,7
57671430,AccelY,10
57688555,AccelY,7
57704733,AccelY,10
57755077,AccelY,13
57820723,AccelY,10
58004252,AccelY,13
58039046,BtnUp,B
58039046,AccelX,-2
58054479,AccelY,18
58089179,AccelX,-5
58089179,AccelY,21
58104397,AccelY,23
58139400,AccelY,26
58189363,AccelY,29
58204893,AccelX,-7
58271767,BtnDown,Left
58287681,AccelX,-5
58287681,AccelY,26
58303837,AccelY,23
58320773,AccelY,26
58338097,AccelY,29
58354147,AccelX,-2
58354147,AccelY,31
58371320,BtnUp,Left
58387621,AccelX,0
58387621,AccelY,36
58403717,AccelY,39
58421139,AccelY,44
58437521,AccelY,47
58454103,AccelY,50
58471636,AccelY,52
58521530,AccelY,55
58654457,BtnDown,Right
58654457,AccelY,52
58671088,AccelY,50
58687586,AccelY,47
58754289,BtnUp,Right
58770901,AccelY,50
58807829,AccelY,52
59004376,BtnDown,B
59020864,AccelY,47
59037450,AccelY,44
59053752,AccelY,42
59104086,AccelY,44
59121055,BtnUp,B
59136716,AccelY,50
59153803,AccelY,52
59170243,AccelY,55
59304006,AccelY,58
59338651,AccelY,60
59372158,AccelY,63
59405210,BtnDown,Up
59420536,AccelY,58
59437282,AccelY,55
59453695,AccelY,52
59471031,AccelY,47
59520755,BtnUp,Up
59537021,AccelY,52
59553888,AccelY,55
59712141,AccelY,52
59727561,BtnDown,B
59743288,AccelY,47
59760293,AccelY,44
59776706,AccelY,42
59794443,AccelY,44
59810161,AccelY,47
59826916,AccelY,50
59862049,BtnUp,B
59894663,AccelY,52
59928312,AccelY,55
60061774,AccelY,52
60077330,BtnDown,B
60077330,AccelY,50
60111748,AccelY,47
60127078,AccelY,44
60144418,AccelY,42
60160322,BtnUp,B
60195216,AccelY,47
60210433,AccelY,50
60244269,AccelY,47
60260625,AccelY,44
60277062,AccelY,47
60293473,AccelY,50
60310051,AccelY,47
60326559,BtnDown,A
60343487,AccelY,36
60360430,AccelY,34
60376949,AccelY,31
60412703,AccelY,34
60426949,AccelY,36
60443648,AccelY,39
60460338,BtnUp,A
60477252,AccelY,44
60512577,AccelY,47
60593731,AccelY,50
60660242,AccelY,52
60712779,BtnDown,B
60712779,AccelY,44
60727194,AccelY,42
60761780,AccelY,47
60777092,AccelY,50
60795853,BtnUp,B
60810547,AccelY,52
60844347,AccelX,-2
60860359,AccelY,55
60876726,AccelX,-5
60876726,AccelY,58
60912475,AccelX,-2
60949874,AccelX,0
60949874,AccelY,60
61033437,BtnDown,Up
61049769,AccelY,47
61065647,AccelY,44
61083655,AccelY,42
61117927,AccelX,-2
61117927,AccelY,44
61133511,BtnUp,Up
61149332,AccelX,0
61149332,AccelY,52
61200275,AccelY,50
61215930,AccelY,47
61249467,AccelX,-2
61317794,AccelY,50
61417708,BtnDown,Left
61417708,AccelY,47
61450294,AccelY,44
61484440,AccelX,0
61484440,AccelY,47
61517461,BtnUp,Left
61517461,AccelY,50
61532783,AccelY,52
61549729,AccelY,58
61565780,AccelY,60
61583418,AccelY,65
61599072,AccelY,68
61615878,AccelY,71
61632938,AccelY,73
61683219,AccelY,76
61749184,AccelY,79
61783250,AccelY,76
61800156,BtnDown,Up
61816462,AccelY,71
61832724,AccelY,65
61848979,AccelY,60
61865282,AccelY,58
61882577,AccelY,55
61898873,AccelY,50
61915546,AccelY,47
61932487,AccelY,44
61952570,AccelY,42
62037866,AccelY,44
62138121,AccelY,42
62337958,AccelY,44
62371083,AccelY,42
62404091,AccelY,44
62553637,AccelY,42
62603108,AccelY,39
62652853,AccelY,36
62703134,AccelY,34
62804781,AccelY,36
62838662,AccelY,34
62888106,AccelY,36
62920293,AccelY,42
62936114,AccelY,44
62953109,BtnUp,Up
62953109,AccelY,47
62970890,AccelY,50
62987556,AccelY,52
63020943,AccelY,55
63037360,AccelY,52
63088794,AccelY,55
63171405,AccelY,58
63239240,BtnDown,Up
63254135,AccelY,47
63271102,AccelY,42
63287253,AccelY,39
63303685,AccelY,36
63338629,AccelY,34
63371528,AccelY,31
63404811,AccelX,-2
63489430,AccelX,-5
63538931,AccelY,34
63738754,AccelY,36
63753901,AccelX,-2
63888311,AccelX,0
63954225,AccelX,-2
64071413,AccelX,0
64120909,AccelY,39
64154530,BtnUp,Up
64154530,AccelY,42
64171098,AccelY,44
64187840,AccelY,47
64203931,AccelY,50
64220756,AccelY,52
64288121,AccelY,55
64304195,AccelY,52
64320808,BtnDown,A
64337565,AccelY,44
64354183,AccelY,42
64370716,AccelY,39
64387873,AccelY,42
64403981,AccelY,44
64420749,BtnUp,A
64437492,AccelY,52
64589171,AccelY,50
64604183,BtnDown,A
64621246,AccelY,44
64637333,AccelY,42
64689471,AccelY,44
64704299,BtnUp,A
64720836,AccelY,50
64737721,AccelY,52
65002670,AccelX,-2
65002670,AccelY,50
65018911,BtnDown,B
65035523,AccelY,39
65051791,AccelY,36
65068547,AccelX,0
65068547,AccelY,39
65103496,BtnUp,B
65103496,AccelX,-5
65103496,AccelY,44
65136155,AccelX,-7
65136155,AccelY,47
65168830,AccelY,50
65185663,AccelX,-5
65202238,AccelX,-2
65218702,AccelX,0
65254097,AccelY,52
65387205,BtnDown,Up
65402455,AccelY,42
65469227,BtnUp,Up
65469227,AccelY,44
65485379,AccelY,47
65501769,AccelY,50
65518408,AccelY,52
65535345,AccelX,-2
65535345,AccelY,50
65570322,AccelX,-5
65585613,AccelX,-7
65602341,AccelX,-10
65602341,AccelY,52
65618706,AccelX,-13
65618706,AccelY,50
65652516,AccelX,-15
65786868,BtnDown,Left
65803963,AccelX,-10
65803963,AccelY,47
65837703,AccelX,-7
65837703,AccelY,44
65852433,AccelX,-5
65852433,AccelY,47
65869037,AccelX,-2
65903623,BtnUp,Left
65918690,AccelX,0
65918690,AccelY,50
65935364,AccelY,55
65951893,AccelY,58
65968671,AccelY,60
66003566,AccelY,63
66039087,AccelY,65
66088663,AccelY,68
66104139,AccelY,65
66120716,BtnDown,Up
66137130,AccelY,60
66154341,AccelY,58
66189103,AccelY,55
66203805,AccelY,52
66220461,AccelY,50
66255574,AccelY,47
66321302,AccelY,50
66421801,AccelY,47
66588506,AccelY,50
66688315,AccelY,52
66720806,BtnUp,Up
66737075,AccelY,55
66754043,AccelY,58
66786788,AccelY,60
66807347,AccelY,63
66838727,AccelY,60
66871953,BtnDown,Up
66871953,AccelY,58
66903786,AccelY,55
66919658,AccelY,52
66955250,AccelY,50
66988783,AccelY,52
67003573,BtnUp,Up
67019984,AccelY,55
67036874,AccelY,58
67053443,AccelY,60
67069876,AccelY,58
67086721,AccelY,60
67120866,AccelY,63
67137053,AccelY,60
67153157,BtnDown,Right
67170742,AccelY,55
67287605,AccelY,58
67303681,BtnUp,Right
67319741,AccelY,63
67404365,AccelY,65
67438521,AccelY,68
67471476,AccelY,63
67486770,BtnDown,A
67503045,AccelY,55
67520280,AccelY,52
67537165,AccelY,50
67553552,AccelY,47
67570038,AccelY,44
67653837,AccelY,42
67703820,AccelY,39
67806839,AccelY,36
67870916,AccelY,42
67886917,AccelY,47
67903476,BtnUp,A
67920420,AccelY,55
67955222,AccelY,58
67969882,AccelY,55
67986785,AccelY,58
68103759,BtnDown,B
68103759,AccelY,52
68120356,AccelY,47
68136647,AccelY,44
68154032,AccelY,39
68169897,AccelY,42
68186991,AccelY,44
68203576,AccelY,50
68220309,AccelY,52
68236586,BtnUp,B
68253494,AccelY,58
68269878,AccelX,-5
68269878,AccelY,60
68286715,AccelY,63
68303571,AccelX,-7
68320311,AccelX,-5
68320311,AccelY,60
68353896,AccelX,-2
68369821,AccelX,0
68470229,AccelY,63
68604090,AccelY,60
68620517,BtnDown,Up
68636920,AccelY,58
68653650,AccelY,55
68703492,BtnUp,Up
68753813,AccelY,52
68788203,AccelX,-2
68788203,AccelY,55
68805446,AccelX,-5
68819405,AccelX,-7
68836976,AccelX,-13
68853363,AccelX,-18
68853363,AccelY,52
68870344,AccelX,-21
68887737,BtnDown,Left
68903322,AccelX,-18
68938990,AccelX,-15
68953694,AccelX,-13
68953694,AccelY,50
69004106,AccelY,47
69053670,AccelX,-15
69070957,AccelY,50
69139086,AccelX,-18
69139086,AccelY,47
69189016,AccelY,44
69221129,AccelY,42
69237391,AccelX,-21
69237391,AccelY,39
69253685,AccelY,36
69270516,AccelY,34
69371793,AccelY,31
69420832,AccelX,-18
69538831,AccelY,34
69601864,BtnUp,Left
69601864,AccelY,36
69627702,AccelY,39
69693695,AccelY,42
69760483,AccelX,-15
69760483,AccelY,44
69796573,BtnDown,Left
69809968,AccelX,-13
69826423,AccelX,-10
69826423,AccelY,47
69861404,AccelX,-7
69876622,AccelY,50
69911865,BtnUp,Left
69927043,AccelX,-5
69927043,AccelY,55
69943128,AccelX,-2
69943128,AccelY,58
69960632,AccelX,0
69960632,AccelY,63
69976244,AccelY,65
69993350,AccelY,68
70062189,AccelY,71
70111942,AccelY,76
70127033,AccelY,79
70143142,AccelY,81
70211460,AccelY,79
70227119,BtnDown,Up
70243387,AccelY,71
70259542,AccelY,65
70276166,AccelY,63
70326605,BtnUp,Up
70343025,AccelY,65
70426920,AccelY,68
70611499,AccelY,71
70761233,BtnDown,Right
70776625,AccelY,65
70794742,AccelY,63
70861352,AccelY,65
70876680,AccelY,68
70892706,BtnUp,Right
70909662,AccelY,71
71115551,AccelY,73
71282677,BtnDown,Up
71282677,AccelY,71
71298863,AccelY,63
71315435,AccelY,58
71331804,AccelY,55
71348974,AccelY,52
71383414,AccelY,58
71398961,AccelY,63
71415049,BtnUp,Up
71432018,AccelY,68
71565727,AccelY,65
71616930,AccelY,63
71631971,BtnDown,B
71648661,AccelY,58
71698906,AccelY,60
71715408,AccelY,63
71732678,BtnUp,B
71748452,AccelY,65
71782247,AccelY,68
71817908,AccelY,65
71899741,AccelY,68
71915421,AccelY,71
71949400,AccelY,73
71965696,AccelY,76
71999380,AccelY,73
72015528,BtnDown,Right
72031937,AccelY,68
72099301,AccelY,73
72118772,BtnUp,Right
72118772,BtnDown,B
72118772,AccelY,71
72134762,AccelY,65
72152162,AccelY,63
72168943,AccelY,65
72185072,BtnUp,B
72201697,AccelY,68
72218286,AccelY,71
72234866,AccelY,73
72302311,AccelY,76
72318656,AccelY,73
72334806,AccelY,71
72351707,AccelY,65
72368403,AccelY,63
72437078,AccelY,65
72469329,AccelY,68
72502768,BtnDown,A
72536786,AccelY,52
72551965,AccelY,44
72568219,AccelX,-2
72568219,AccelY,42
72585103,AccelY,39
72603705,AccelY,42
72618685,BtnUp,A
72618685,AccelY,47
72635385,AccelX,-5
72635385,AccelY,52
72652142,AccelX,-7
72652142,AccelY,58
72668792,AccelX,-10
72668792,AccelY,60
72685231,AccelX,-13
72685231,AccelY,63
72702348,AccelX,-15
72702348,AccelY,65
72718887,AccelX,-13
72734956,AccelY,63
72768787,AccelY,60
72852152,AccelX,-10
72868607,AccelY,63
72937413,AccelX,-7
72951931,AccelY,60
72986900,BtnDown,B
73002159,AccelX,-2
73002159,AccelY,52
73018707,AccelX,0
73018707,AccelY,50
73035229,AccelY,52
73052141,AccelY,58
73068780,AccelY,60
73085248,BtnUp,B
73121026,AccelX,-2
73121026,AccelY,63
73169704,AccelY,65
73186507,AccelX,0
73202701,AccelY,68
73219625,AccelY,71
73236655,AccelX,-2
73253448,AccelX,-5
73269561,AccelX,-7
73286053,AccelX,-10
73302895,AccelX,-13
73302895,AccelY,68
73319756,BtnDown,Left
73336185,AccelY,65
73369873,AccelX,-10
73386419,AccelX,-7
73403690,AccelY,63
73438748,AccelY,60
73471399,AccelX,-10
73471399,AccelY,63
73603734,AccelX,-7
73638338,AccelY,65
73688325,AccelX,-5
73703520,AccelY,68
73753813,AccelX,-2
73753813,AccelY,71
73769906,BtnUp,Left
73786563,AccelY,73
73837685,AccelX,0
73853131,AccelY,76
73888758,AccelY,79
73920247,AccelY,81
73954711,BtnDown,Right
73969837,AccelY,79
73986574,AccelY,76
74020684,AccelY,73
74054243,AccelY,71
74103308,BtnUp,Right
74103308,AccelY,73
74119900,AccelY,76
74136804,AccelY,79
74154046,AccelY,76
74189351,AccelY,73
74204284,AccelY,71
74220699,AccelX,-2
74237717,AccelX,-5
74303748,AccelY,73
74388840,AccelX,-7
74422717,AccelY,76
74455072,AccelY,79
74487614,BtnDown,Left
74553997,BtnUp,Left
74570774,AccelX,-10
74586872,AccelX,-7
74586872,AccelY,81
74620670,AccelX,-5
74670938,AccelX,-2
74704565,AccelX,0
74704565,AccelY,79
74789156,AccelY,81
74805142,AccelY,79
74820554,BtnDown,B
74837171,AccelY,73
74853709,AccelY,68
74888715,AccelY,71
74921002,AccelY,68
74954591,AccelY,65
75004509,AccelY,68
75054025,AccelY,71
75172734,AccelY,73
75271344,AccelY,76
75637758,AccelY,79
75654421,AccelY,81
75670932,AccelY,84
75687933,BtnUp,B
75704209,AccelY,87
75754209,AccelY,89
75791362,BtnDown,Up
75791362,AccelY,87
75820327,AccelY,79
75854420,AccelY,71
75877745,AccelY,73
75893055,AccelY,76
75910493,AccelY,79
75927857,BtnUp,Up
75944370,AccelY,81
75963264,AccelY,84
76063376,AccelY,87
76127155,AccelY,84
76161753,BtnDown,Up
76176352,AccelY,76
76192860,AccelY,73
76209685,AccelY,71
76226630,AccelY,68
76261182,BtnUp,Up
76293123,AccelY,65
76309231,AccelY,63
76325845,AccelY,55
76342635,AccelX,-2
76342635,AccelY,52
76359266,AccelX,-7
76359266,AccelY,50
76375874,AccelX,-10
76375874,AccelY,44
76392422,AccelX,-13
76409141,AccelY,42
76425990,BtnDown,Left
76475766,AccelX,-10
76475766,AccelY,44
76509098,AccelX,-7
76509098,AccelY,47
76526284,AccelX,-5
76526284,AccelY,50
76561968,BtnUp,Left
76561968,AccelY,52
76576310,AccelX,-2
76576310,AccelY,55
76592572,AccelY,58
76609231,AccelX,0
76609231,AccelY,63
76626125,AccelY,68
76642416,AccelY,71
76659432,AccelY,73
76694205,AccelY,79
76761217,AccelY,81
76826365,AccelY,79
76876424,AccelY,81
76943235,AccelY,79
76959500,BtnDown,Right
76976711,AccelY,76
77043971,AccelY,79
77059868,BtnUp,Right
77092604,AccelY,81
77266579,AccelY,79
77281675,AccelY,76
77298038,BtnDown,B
77314477,AccelY,71
77399084,BtnUp,B
77415102,AccelY,73
77431326,AccelY,76
77448057,AccelY,79
77566359,AccelY,81
77632300,AccelY,84
77682187,AccelY,81
77698768,BtnDown,A
77715265,AccelY,73
77767024,AccelY,71
77815913,AccelY,68
78435945,AccelY,71
78486439,AccelY,73
78500769,BtnUp,A
78517870,AccelY,76
78601112,AccelY,79
78635173,AccelY,81
78668946,AccelY,84
78702745,AccelY,87
78736472,AccelY,84
78750870,AccelY,81
78767712,BtnDown,Right
78784351,AccelY,84
78835921,AccelY,81
78869236,AccelY,79
78918319,AccelY,84
78933965,AccelY,87
78950913,BtnUp,Right
78950913,AccelY,89
78967702,AccelY,92
78984636,AccelY,89
79000728,BtnDown,A
79000728,AccelY,84
79017515,AccelY,79
79034057,AccelY,76
79050680,AccelY,73
79067609,AccelY,76
79083687,AccelY,79
79100287,AccelY,84
79117278,BtnUp,A
79134661,AccelY,95
79185473,AccelY,97
79218360,BtnDown,B
79235852,AccelY,81
79252735,AccelY,76
79287787,AccelY,81
79371073,AccelY,84
79403705,AccelY,87
79419726,BtnUp,B
79436084,AccelY,89
79452729,AccelY,92
79487773,AccelY,95
79604590,AccelY,97
79670825,AccelY,100
79720153,AccelY,102
79752751,AccelY,100
79805440,AccelY,102
79819390,AccelY,105
79835489,AccelY,108
79852711,BtnDown,Right
79887297,AccelY,110
79902697,AccelY,113
79919415,AccelY,116
